Client_ID,Revenu_Mensuel,Depenses_Mensuelles
79,2079.8661766717137,1556.8599505094146
80,1621.3044754196028,1578.7864330360596
81,1653.7977494659017,1594.4501524490943
82,1973.7893368511106,1401.5181217977947
83,1944.5064193866483,1549.5337112323798
84,1923.3090239991734,1727.6151579184736
85,1763.1917825995695,1409.5516602771013
86,1666.5728355561714,1402.1027658041473
87,1788.4347435878844,1540.9382369779973
88,1841.5036198995028,1599.261989884323
89,1801.950283781686,1674.424089258878
90,1760.3014750143066,1826.4202999907543
91,1893.850102164751,1397.1410932300462
92,1639.3661252908332,1557.8966898291822
93,1766.4805822011224,1585.680059291051
94,1870.9856436860318,1491.2605304811752
95,1672.9809422897392,1318.2183330376963
96,1733.0227571899468,1602.7678553188166
97,1832.1140616195305,1350.5113465545614
98,1825.9771388776774,1546.2380855674605
99,1667.42138456983,1518.4470127134634
100,1808.7313077669,1362.8435642603251
101,1853.6681040522426,1567.2941431641882
102,1962.4576864762917,1626.4562462441884
103,1593.3495948064362,1387.4609952101853
104,1877.2552900812989,1561.654314109465
105,1877.2571529459071,1962.3277788785665
106,1885.6335766039751,1636.267876821672
107,1943.1002645239803,1578.1669501566957
108,1752.7096133039481,1591.076306459192
109,1684.0762178193643,1471.5817671911989
110,1727.1954678256345,1509.8248967263587
111,2147.1987850010264,1275.9281768889903
112,1902.939028556177,1306.4740954572417
113,1729.210220131585,1630.674071636084
114,1809.6420028643195,1370.6706266484832
115,1692.7044436110048,1581.551729872161
116,1690.4450052424295,1525.975030749837
117,1806.8357759855721,1421.807958287302
118,2121.591613398799,1576.0702826781614
119,1496.228612001359,1522.3745177723313
120,1700.7320302847418,1602.292000175547
121,1681.1218892350948,1486.2316270239721
122,1875.7480918470685,1603.8906233004145
123,1619.9555389416337,1459.8598516990862
124,1728.7582033258566,1421.6004920911546
125,2064.8181360421645,1548.5978053153146
126,1610.8674068497432,1610.1434336465732
127,2118.323429551895,1623.8958312661375
128,1572.094505106898,1441.8919112560498
129,1990.0366723779935,1415.0796641257464
130,1866.5729142219343,1592.9560864115203
131,1660.9604292632876,1492.856957272584
132,1313.8098989896391,1377.073483039885
133,1762.114777291026,1350.2660181642182
134,2044.8616955897453,1328.3830346447241
135,1733.9933269954524,1515.688869274331
136,2016.1909933599172,1327.6965418584673
137,1974.474562823244,1501.2279673223504
138,1652.7737023428074,1555.4524169115925
139,1829.8589543360206,1427.9739747409446
140,1810.470312748503,1453.7623683765887
141,1817.0276017876872,1579.4556809425255
142,2037.9025224218028,1351.462140140778
143,2119.95500619844,1265.7494640572997
144,1777.2322357446626,1570.5980647781491
145,1842.148780160255,1425.2760576215287
146,1768.7816624464087,1440.83988784094
147,1711.5952864583683,1601.952251642523
148,1853.552322894757,1416.8508485687214
149,1934.9399813149876,1536.875942505193
150,1921.929317825844,1575.5554610308334
151,2150.780898034027,1815.9728439704545
152,2434.512848922187,1991.5555398150198
153,2296.2377130864534,1917.5991074963174
154,2529.9796812419163,1811.2642916746256
155,2398.477528610607,1869.6711021349158
156,2260.8173834191,2064.8165277980784
157,2448.5749428178456,2022.0264454000958
158,2534.9861852877793,1903.150576244914
159,2422.7515348330935,1853.4599865109817
160,2358.3499434479195,1880.4785418448473
161,2317.4592736986892,1989.273553815537
162,2152.720277017975,2213.858091352819
163,2118.9168713300537,1717.87170808184
164,2508.459957230012,2018.7494040944405
165,2412.341567069388,1994.251826389642
166,2297.7955808875554,1765.4118442771253
167,2313.644820474871,1798.4257432731833
168,2475.521552015195,1877.9413927746791
169,2151.410504577348,1851.7921237520509
170,2374.3276617696124,1815.4413170794037
171,2152.0003287980426,1936.5530817237868
172,2344.0939827995703,1823.9585236943306
173,2215.213104988702,1934.8074906036454
174,2039.3448185304817,1688.8804338435168
175,2170.6800401745613,1867.982927243223
176,2355.963361807641,2121.303432542433
177,2454.3787321763634,1876.009220505486
178,2296.577082577516,1749.6205953043286
179,2296.66763552137,1856.7012041619791
180,2358.0893408608563,1775.9153584671515
181,2393.482372563411,2129.9108369503865
182,2280.4231732777657,1960.2567583148411
183,2424.225918508,1839.8169292171247
184,2340.336646725875,1901.8888601172691
185,2317.58169773879,1784.04853242168
186,2304.4118313666095,1974.6997436868176
187,2561.2058494031075,2043.890623912781
188,2687.57284235208,1784.8978655667925
189,2457.017714609722,1927.5013008607527
190,2694.164527979181,1778.7552571967274
191,2148.85006840746,1810.0911031833966
192,1917.6987696242347,1821.1367467478858
193,2163.3561209203344,1922.5590679714312
194,2361.5160756398886,2181.425625882383
195,2471.076290873489,1813.4644516506396
196,2138.2853591572957,1973.787875725976
197,2062.3580227362845,2174.718814878153
198,2512.2992217298315,1829.6236521842943
199,1991.635784763642,2103.080856124812
200,2279.382827854529,2085.6724467960194
201,2013.003021417014,1810.093746556934
202,2300.943865949273,1907.0470890647114
203,2218.988215133736,1993.4274898521248
204,2107.828322711133,1878.643077246806
205,2321.6532137081417,1977.1658251088124
206,2428.0906780560003,1731.3036862243196
207,2023.859449267588,2091.6515232847764
208,2359.8165221563263,1787.727019516517
209,2579.207355594054,1917.3511951439289
210,2512.273493131489,1910.1277722115162
211,2670.9346264787578,2163.3011263664807
212,2255.186453273767,2045.7356426431534
213,2416.1676709253265,2105.294733629852
214,2126.3137770955814,2002.9077189997658
215,2490.5164076329256,1636.1890770365328
216,2087.0134677201604,1594.115173335985
217,2251.50676979998,2007.6313383693944
218,2570.424269377285,1911.1142170629662
219,2593.1507982028324,1692.9847812677663
220,1993.3911609160723,1891.6678451655073
221,2369.1317808090753,1895.095787785886
222,1927.8604219928222,1886.6319940730818
223,2065.1954899091265,2000.4508823245058
224,2365.9876842974327,1759.0180320508966
225,2207.503954879395,1741.1179717166572
226,2787.4641805453657,2571.9256176902227
227,2602.854790732891,2490.728372793212
228,2693.948476325512,2257.282890192778
229,2778.5939280090884,2213.6563819645125
230,2689.2701389305635,2184.381979334007
231,3192.945026583278,2406.3474393549113
232,2660.054898401483,2438.51638393216
233,2777.534390061834,2360.2254720840197
234,2922.833340008685,2536.351387808515
235,2693.8997704778944,2296.3527166839576
236,2744.9896605696713,1985.6541903475947
237,2496.9617875602894,2646.037368140014
238,3128.9935427002565,2355.173512879852
239,2915.311392611153,2456.0250278178364
240,3415.7761616910475,2601.523484058224
241,2774.416481703847,2228.0027206919235
242,2478.7107359484853,2436.6234544561003
243,2648.7298509431394,2143.9943322724184
244,2670.685423151495,2205.321359349409
245,3137.428327014513,2558.695156250901
246,2798.4054717366766,2666.3899450002045
247,2815.4736615295237,2244.9688437609125
248,3104.6248154539317,2497.0038078632388
249,2592.550769134709,2365.7390379449507
250,2624.8763493230485,2151.0960484264197
251,2985.235509506328,2743.6949952846235
252,2520.2864852361718,2501.3344626043026
253,2669.871486175635,2312.3174309223546
254,2681.521215152226,2244.481661457633
255,2809.7043255889653,2250.4289790460134
256,2854.0913651559677,2390.9571402991555
257,2752.210390626718,2236.6385408325123
258,2684.6457338863333,2535.9704206486363
259,2900.1834375248764,2224.0400559362606
260,2819.866461085845,2535.249682206922
261,2466.1189437757257,2497.804834628388
262,2667.4752482108306,2502.7077603467687
263,2647.3481686914965,2075.1212218803867
264,2474.4915124233676,2408.6552903990487
265,2851.9445003442966,2237.2230074812064
266,2927.7184917554746,2100.926388791587
267,2786.7840402705365,2182.0170840427577
268,2669.632778439568,2408.5317608369546
269,2627.9173269432094,2330.780002038631
270,3001.258561842888,2296.1594634858334
271,2967.1384224130284,2196.6527661616287
272,2905.9608355830565,2659.4823517184223
273,2305.671099974542,2256.558854015314
274,2915.414425436108,2363.4518305122615
275,2874.2291746742617,2291.2826663911524
276,2817.31795749458,2371.9780976294255
277,3033.5564123319614,2445.795751794218
278,2867.5205324150406,2325.8621460979557
279,2702.478755185501,2322.139526192468
280,2878.8904284756595,2324.2227934523526
281,2857.9549713792826,2773.572143756179
282,2974.2249406863384,2341.3157642097885
283,3040.242784432789,2326.5464328561206
284,2392.3750929644293,2218.5444640348674
285,2425.8416157948286,2336.7275728725645
286,2803.6836758379104,2701.758716209551
287,2865.3854747528326,2360.5619048144044
288,2965.881116236698,2001.9956443785807
289,2847.1229116217132,2538.7557348996543
290,2504.282750844032,2605.8757277772474
291,2867.699281498883,2325.2481754978558
292,2926.5563732212568,2808.7247144047915
293,2836.373251011699,2444.6797055340603
294,2708.127820091951,2247.0280134963373
295,2966.067163308849,2245.904911336404
296,2814.3132474438785,2314.021659582279
297,2895.7959651492783,2460.0591789516507
298,3007.5079888515797,2308.1970482061456
299,2746.0250129413257,2223.8225311591846
300,2711.141347984778,2467.9140887480735
